disp_id,client_id,account_id,branch_district_id,frequency,creation,num_clients,account_age,client_district_id,sex,birthdate,age,card_type,card_issue,num_salaries,average_salary,recent_balance,household_payments,payment_for_statement_counter,insurrance_payments,sanction_payment_counter,old_age_pensions,month_balance,3_month_balance,6_month_balance,12_month_balance
6349,6349,5256,72,issuance after transaction,1993-10-25,1,3,72,Male,1972-12-03,24,,,6.0,13330.0,80780.0,0.0,1.0,0.0,0.0,0.0,50920.4,43335.3,800.0,
6359,6359,5263,64,monthly issuance,1995-07-14,1,1,64,Male,1976-07-06,20,,,16.0,1692.38125,27578.1,11.0,11.0,0.0,0.0,0.0,31737.0,27231.2,28424.3,30495.4
6367,6367,5270,44,monthly issuance,1993-01-13,1,3,44,Male,1970-04-28,26,,,10.0,5819.67,103745.7,0.0,6.0,0.0,0.0,0.0,95837.6,80230.3,99164.6,
6417,6417,5313,40,monthly issuance,1993-04-29,1,3,40,Male,1950-01-07,46,,,9.0,357.32222222222316,33918.9,5.0,5.0,5.0,0.0,0.0,20972.3,55159.2,54527.8,
6499,6499,5385,44,weekly issuance,1993-05-21,1,3,44,Male,1963-02-01,33,,,10.0,2306.83,23568.3,6.0,6.0,0.0,0.0,0.0,19793.9,23860.0,36730.1,
6544,6544,5422,66,monthly issuance,1994-10-22,2,2,66,Male,1974-08-04,22,,,19.0,4615.247368421053,105712.4,16.0,17.0,16.0,0.0,0.0,90323.6,38645.1,23894.4,66996.1
6551,6551,5428,24,monthly issuance,1993-04-14,1,3,24,Female,1948-08-12,48,,,5.0,-5245.219999999998,58140.9,4.0,3.0,0.0,0.0,0.0,29873.1,54196.0,,
6567,6567,5442,34,monthly issuance,1993-03-22,1,3,5,Female,1978-11-21,18,,,14.0,-6409.185714285714,6930.8,14.0,14.0,14.0,3.0,0.0,-490.5,-540.5,17552.0,74725.5
6616,6616,5481,52,monthly issuance,1993-08-16,1,3,1,Male,1953-06-18,43,,,12.0,568.7249999999995,44254.7,0.0,8.0,0.0,0.0,0.0,64453.2,93694.6,75595.6,37430.0
6691,6691,5541,43,monthly issuance,1995-03-24,1,1,43,Male,1942-10-15,54,,,16.0,1156.25,18800.0,11.0,11.0,0.0,0.0,0.0,35806.0,33332.7,24157.8,39057.6
6731,6731,5574,13,weekly issuance,1994-07-14,1,2,13,Male,1943-11-26,53,,,21.0,3787.6047619047617,80439.7,16.0,16.0,0.0,0.0,0.0,82219.2,85061.8,79981.7,70711.0
6753,6753,5593,15,monthly issuance,1996-02-27,1,0,15,Male,1962-05-23,34,,,5.0,7892.9,68241.5,4.0,3.0,0.0,0.0,0.0,79219.0,56866.6,,
6789,6789,5622,70,monthly issuance,1993-02-08,1,3,57,Male,1979-03-26,17,,,20.0,459.12000000000046,67405.6,18.0,18.0,0.0,0.0,0.0,91246.6,95566.4,84155.4,50717.9
6798,6798,5628,61,monthly issuance,1994-06-17,1,2,61,Female,1948-08-03,48,,,9.0,2042.8222222222223,32403.4,0.0,5.0,0.0,0.0,0.0,40682.0,27306.1,45147.6,
6803,6803,5632,5,weekly issuance,1994-11-15,2,2,5,Female,1980-12-07,16,,,7.0,3870.6285714285705,28194.4,0.0,6.0,0.0,0.0,0.0,43726.3,21372.1,126077.1,
6829,6829,5650,10,issuance after transaction,1995-01-08,1,1,10,Female,1963-12-24,33,,,5.0,7410.639999999999,62671.9,2.0,2.0,0.0,0.0,0.0,56738.7,60822.5,,
6895,6895,5700,42,monthly issuance,1993-07-20,1,3,42,Male,1971-06-24,25,,,19.0,1384.8736842105263,36427.6,0.0,15.0,0.0,0.0,0.0,16127.8,31244.4,41090.8,18421.9
6936,6936,5735,52,monthly issuance,1995-01-25,1,1,52,Female,1959-02-27,37,,,12.0,-8206.025000000001,11574.8,0.0,12.0,0.0,1.0,0.0,-1721.7,51407.6,95959.9,93951.1
6946,6946,5742,74,issuance after transaction,1995-07-05,1,1,74,Female,1970-01-29,26,,,5.0,2079.2999999999993,41243.5,0.0,3.0,0.0,0.0,0.0,59877.2,87840.2,,
6987,6987,5774,1,monthly issuance,1995-06-08,1,1,1,Male,1968-01-29,28,,,5.0,4105.82,50647.1,1.0,1.0,0.0,0.0,0.0,63249.6,55879.7,,
7010,7010,5794,70,monthly issuance,1995-07-14,2,1,70,Male,1967-06-30,29,,,9.0,-4089.1777777777775,15520.2,0.0,7.0,0.0,0.0,0.0,13020.0,17870.7,59530.3,
7127,7127,5891,54,monthly issuance,1993-01-25,1,3,3,Male,1957-09-29,39,,,14.0,2464.3857142857137,67995.4,0.0,10.0,0.0,0.0,0.0,57739.6,51226.9,65359.9,74134.4
7166,7166,5927,15,monthly issuance,1993-11-26,1,3,15,Male,1964-05-13,32,,,6.0,3581.883333333333,21691.3,2.0,2.0,0.0,0.0,0.0,33320.9,30393.6,200.0,
7195,7195,5952,50,monthly issuance,1993-09-07,1,3,50,Male,1962-09-11,34,,,12.0,796.6333333333332,45871.6,8.0,8.0,9.0,0.0,0.0,30363.5,78832.0,66583.3,36312.0
7241,7241,5991,1,monthly issuance,1993-11-21,1,3,57,Female,1957-09-06,39,,,11.0,2965.9363636363637,33525.3,6.0,7.0,0.0,0.0,0.0,28371.1,38265.7,35678.0,
7286,7286,6030,47,monthly issuance,1993-08-24,1,3,47,Female,1970-02-10,26,,,18.0,1851.6166666666666,33729.1,0.0,14.0,0.0,0.0,0.0,40200.9,39669.0,42176.8,43486.8
7291,7291,6034,6,weekly issuance,1993-03-19,1,3,77,Female,1940-12-02,56,,,8.0,7524.237500000001,121570.3,0.0,7.0,0.0,0.0,0.0,12514.7,43350.1,83111.6,
7299,7299,6040,1,monthly issuance,1993-04-22,1,3,1,Male,1938-09-16,58,,,17.0,1522.6117647058825,26984.4,13.0,13.0,13.0,0.0,0.0,33068.0,34013.4,34445.8,43937.1
7311,7311,6051,56,monthly issuance,1993-08-28,1,3,56,Male,1949-05-18,47,,,10.0,1429.6200000000001,19783.2,7.0,6.0,0.0,0.0,0.0,17221.4,18907.3,31913.5,
7390,7390,6118,1,weekly issuance,1994-03-07,1,2,1,Male,1937-11-04,59,,,9.0,944.7555555555559,50996.5,6.0,7.0,0.0,0.0,0.0,82970.4,28184.8,77493.8,
7422,7422,6148,74,monthly issuance,1993-12-27,2,3,74,Male,1958-11-26,38,,,10.0,4083.31,41133.1,5.0,6.0,0.0,0.0,0.0,38585.3,39009.4,46605.1,
7521,7521,6226,74,weekly issuance,1993-07-26,1,3,74,Female,1960-02-09,36,,,16.0,1190.93125,59316.9,0.0,12.0,0.0,0.0,0.0,64634.1,95697.3,37389.4,72389.5
7576,7576,6273,38,monthly issuance,1993-07-21,1,3,38,Male,1962-07-10,34,,,10.0,2887.25,29072.5,0.0,2.0,0.0,0.0,0.0,45175.0,35421.9,24794.8,
7594,7594,6289,64,monthly issuance,1995-04-05,1,1,64,Female,1949-04-07,47,,,16.0,7277.418750000001,117238.7,0.0,10.0,0.0,0.0,0.0,53181.9,59928.4,45906.2,55642.6
7672,7672,6353,26,monthly issuance,1993-11-26,1,3,26,Male,1953-04-05,43,,,14.0,-433.0642857142858,31271.6,10.0,10.0,0.0,0.0,0.0,41482.9,34929.5,56741.7,37414.1
7678,7678,6358,3,monthly issuance,1995-05-27,1,1,3,Male,1962-04-07,34,,,14.0,459.9357142857142,57835.1,10.0,10.0,0.0,0.0,0.0,52876.8,58815.5,60444.9,79075.6
7683,7683,6363,74,monthly issuance,1993-08-01,1,3,12,Male,1946-04-01,50,,,14.0,2529.0714285714284,48027.0,0.0,10.0,0.0,0.0,0.0,49181.9,50704.3,48109.5,38382.8
7723,7723,6397,48,monthly issuance,1995-03-15,2,1,48,Female,1966-06-14,30,,,18.0,2334.777777777778,42526.0,0.0,13.0,0.0,0.0,0.0,45114.9,39769.7,36427.6,41694.8
7727,7727,6400,31,issuance after transaction,1995-10-09,1,1,31,Female,1958-06-13,38,,,3.0,-15751.866666666667,36363.9,0.0,0.0,0.0,0.0,0.0,33952.5,83619.5,,
7753,7753,6425,31,monthly issuance,1993-03-29,1,3,70,Female,1978-09-23,18,,,20.0,1101.25,35093.0,16.0,16.0,0.0,0.0,0.0,41571.6,32392.0,35039.5,28205.2
7765,7765,6434,1,monthly issuance,1995-05-08,1,1,1,Female,1958-02-24,38,,,18.0,2241.472222222222,40746.5,6.0,6.0,0.0,0.0,0.0,29326.1,49315.3,56698.8,24400.0
7814,7814,6472,61,monthly issuance,1994-02-08,1,2,61,Female,1976-01-06,20,,,11.0,-728.554545454546,31349.9,0.0,8.0,0.0,0.0,0.0,63850.0,69918.3,75196.5,
7815,7815,6473,12,monthly issuance,1993-01-26,1,3,4,Female,1946-01-19,50,,,15.0,-412.62666666666723,14888.6,0.0,12.0,0.0,0.0,0.0,67926.7,73791.2,93467.5,74485.3
7914,7914,6555,38,weekly issuance,1993-03-05,1,3,38,Female,1966-10-24,30,,,12.0,303.2166666666665,64221.1,0.0,9.0,0.0,0.0,0.0,91642.3,60562.4,90579.8,60511.0
7980,7980,6609,16,monthly issuance,1995-03-27,1,1,16,Male,1976-08-08,20,,,7.0,19923.685714285708,159712.8,4.0,4.0,0.0,0.0,0.0,71381.3,41180.2,22962.9,
8076,8076,6688,16,monthly issuance,1996-06-25,1,0,16,Female,1950-07-27,46,,,3.0,9892.0,38831.0,0.0,0.0,0.0,0.0,0.0,26007.8,9155.0,,
8091,8091,6701,49,weekly issuance,1993-03-15,1,3,5,Male,1971-02-10,25,,,8.0,-204.8249999999989,27667.0,0.0,6.0,0.0,0.0,0.0,40887.8,68827.8,80987.6,
8105,8105,6715,48,weekly issuance,1993-09-15,1,3,72,Male,1963-03-12,33,,,16.0,1235.425,19966.8,0.0,11.0,0.0,0.0,0.0,31887.7,17311.2,18109.3,52658.4
8130,8130,6738,62,monthly issuance,1994-07-28,1,2,62,Female,1976-05-08,20,,,14.0,1882.8214285714287,46113.5,0.0,10.0,0.0,0.0,0.0,61556.0,65875.4,45201.6,49470.0
8359,8359,6924,74,monthly issuance,1994-06-01,1,2,74,Male,1979-12-06,17,,,18.0,-323.8333333333333,31007.0,14.0,14.0,0.0,0.0,0.0,33717.6,27728.2,26292.2,27261.1
8366,8366,6930,41,monthly issuance,1993-09-08,1,3,41,Female,1960-05-21,36,,,8.0,5575.737499999999,69398.9,0.0,4.0,0.0,0.0,0.0,46044.9,42600.6,63514.0,
8432,8432,6985,38,monthly issuance,1995-07-27,2,1,38,Female,1968-01-06,28,,,11.0,2180.945454545456,37396.4,7.0,7.0,0.0,0.0,0.0,43393.8,71901.1,56814.3,
8598,8598,7123,64,issuance after transaction,1993-04-14,1,3,46,Female,1957-12-31,39,,,7.0,4648.6285714285705,58773.2,4.0,4.0,0.0,0.0,0.0,101285.4,62474.5,23941.9,
8610,8610,7133,1,monthly issuance,1993-09-17,2,3,55,Female,1948-05-02,48,,,13.0,1755.7384615384615,23124.6,9.0,9.0,9.0,0.0,0.0,25390.2,25016.2,19301.8,16747.0
8615,8615,7136,12,weekly issuance,1995-04-09,1,1,12,Female,1939-04-13,57,,,17.0,1485.764705882353,25658.0,11.0,11.0,11.0,0.0,0.0,49076.4,31037.9,31315.7,29100.0
8670,8670,7184,5,monthly issuance,1995-06-19,1,1,5,Female,1943-01-07,53,,,13.0,1309.0923076923075,40509.2,9.0,9.0,9.0,0.0,0.0,41625.0,35379.7,19741.2,22129.6
8677,8677,7190,49,monthly issuance,1993-09-06,2,3,49,Male,1955-08-14,41,,,21.0,1187.3809523809523,25635.0,16.0,16.0,0.0,0.0,0.0,26978.4,27658.6,26779.9,29871.4
8865,9173,7401,1,monthly issuance,1993-02-26,2,3,1,Male,1945-02-04,51,,,10.0,2766.37,28763.7,5.0,6.0,0.0,0.0,0.0,33136.2,21179.1,45289.5,
8888,9196,7418,21,monthly issuance,1995-04-07,1,1,21,Female,1939-04-23,57,,,12.0,732.608333333333,24930.3,8.0,8.0,0.0,0.0,0.0,42007.0,32809.7,37871.0,16139.0
8918,9226,7445,64,monthly issuance,1993-03-18,1,3,64,Female,1939-12-25,57,,,11.0,-1303.5999999999992,12414.4,0.0,10.0,0.0,0.0,0.0,24133.7,87037.8,69576.5,
8928,9236,7454,4,monthly issuance,1993-04-19,1,3,31,Female,1956-05-07,40,,,12.0,1990.625,28553.5,8.0,8.0,0.0,0.0,0.0,25369.1,15746.5,21186.8,4666.0
8965,9273,7485,39,monthly issuance,1993-07-28,2,3,39,Female,1955-08-26,41,,,7.0,1316.6142857142852,32715.3,3.0,3.0,0.0,0.0,0.0,14892.9,42538.9,46614.0,
9008,9316,7523,63,monthly issuance,1994-08-29,1,2,63,Female,1958-10-26,38,,,4.0,12060.15,48840.6,0.0,0.0,0.0,0.0,0.0,40847.1,23149.0,,
9038,9346,7546,43,monthly issuance,1994-09-03,1,2,43,Male,1972-12-10,24,,,14.0,1727.6714285714286,24687.4,10.0,10.0,10.0,0.0,0.0,35510.6,34828.6,28589.4,44321.6
9058,9366,7562,72,weekly issuance,1995-01-17,1,1,72,Male,1975-06-26,21,,,11.0,3189.8272727272724,35488.1,0.0,6.0,0.0,0.0,0.0,50492.9,47879.8,50863.1,
9109,9417,7606,21,monthly issuance,1995-03-15,1,1,21,Male,1949-03-08,47,,,9.0,8680.111111111111,78521.0,8.0,8.0,0.0,0.0,0.0,38396.4,33437.4,40631.2,
9110,9418,7607,1,monthly issuance,1993-09-05,2,3,1,Male,1950-04-10,46,,,18.0,964.3166666666665,32802.7,14.0,14.0,0.0,0.0,0.0,30225.2,38531.0,33052.9,42978.7
9119,9427,7614,62,monthly issuance,1995-02-08,2,1,62,Female,1970-11-09,26,classic,1996-02-21,15.0,4576.573333333334,69148.6,0.0,10.0,0.0,0.0,0.0,89013.1,79838.1,79395.7,88690.0
9285,9593,7753,74,monthly issuance,1993-02-08,1,3,74,Female,1968-01-28,28,classic,1993-11-07,12.0,-765.2833333333328,38202.2,0.0,11.0,0.0,0.0,0.0,22708.9,28812.0,56780.2,47385.6
9298,9606,7765,52,weekly issuance,1994-07-10,1,2,52,Male,1949-02-16,47,,,17.0,1051.7941176470588,18380.5,10.0,9.0,0.0,0.0,0.0,22421.7,12404.2,10100.9,28472.9
9303,9611,7769,23,monthly issuance,1993-10-03,1,3,23,Male,1958-05-27,38,,,7.0,6629.199999999998,86857.4,0.0,5.0,0.0,0.0,0.0,32134.1,25004.2,80765.8,
9333,9641,7795,64,monthly issuance,1995-01-05,2,1,64,Male,1945-01-26,51,,,21.0,1759.7809523809524,46580.5,0.0,20.0,0.0,0.0,0.0,60684.5,122824.9,122466.1,49255.7
9355,9663,7815,19,weekly issuance,1995-04-09,2,1,19,Male,1945-09-24,51,,,8.0,-4590.5999999999985,88662.1,8.0,8.0,8.0,0.0,0.0,75509.2,56549.4,47886.4,
9362,9670,7819,38,monthly issuance,1993-08-01,1,3,38,Male,1948-05-04,48,,,18.0,965.9499999999999,17887.1,13.0,14.0,13.0,0.0,0.0,24502.2,23842.8,22620.7,19152.4
9367,9675,7824,60,monthly issuance,1994-05-17,1,2,60,Female,1970-02-19,26,,,3.0,7300.0,22500.0,0.0,0.0,0.0,0.0,0.0,19000.0,600.0,,
9394,9702,7844,1,monthly issuance,1993-11-26,1,3,33,Female,1951-11-16,45,,,6.0,156.15000000000023,49842.9,0.0,2.0,0.0,0.0,0.0,48526.3,81495.4,48906.0,
9407,9715,7857,75,monthly issuance,1993-08-04,1,3,35,Female,1977-11-30,19,,,17.0,59.24117647058815,39416.1,13.0,13.0,14.0,0.0,0.0,57755.5,51890.3,43776.7,50946.4
9409,9717,7859,52,monthly issuance,1995-03-14,2,1,52,Female,1952-11-10,44,,,20.0,4881.585,98631.7,0.0,15.0,0.0,0.0,0.0,90658.8,86587.0,98160.2,92531.2
9413,9721,7861,34,monthly issuance,1995-04-22,1,1,34,Male,1954-12-05,42,,,5.0,8439.880000000001,42899.4,0.0,1.0,1.0,0.0,0.0,42372.2,36563.4,,
9490,9798,7926,69,weekly issuance,1996-06-09,1,0,69,Female,1950-03-02,46,,,3.0,16550.633333333335,63952.9,0.0,1.0,0.0,0.0,0.0,67449.9,14301.0,,
9536,9844,7965,55,monthly issuance,1993-11-08,2,3,55,Male,1945-08-03,51,,,10.0,5282.2,53022.0,4.0,4.0,0.0,0.0,0.0,40047.3,72626.2,50617.1,
9607,9915,8027,44,weekly issuance,1993-07-07,1,3,27,Male,1967-07-10,29,,,10.0,3012.5800000000004,30825.8,0.0,6.0,0.0,0.0,0.0,88710.3,57848.7,91562.5,
9622,9930,8039,9,monthly issuance,1995-12-17,1,1,9,Male,1972-06-23,24,,,10.0,-143.8199999999997,26235.8,5.0,4.0,5.0,0.0,0.0,21599.5,64480.7,95763.4,
9625,9933,8041,1,monthly issuance,1993-10-10,1,3,74,Male,1941-10-15,55,,,12.0,-1333.2583333333332,28271.8,0.0,5.0,0.0,0.0,0.0,26682.0,36641.6,52327.7,44270.9
9637,9945,8051,1,weekly issuance,1993-02-07,2,3,31,Female,1968-04-14,28,,,15.0,1198.2066666666665,44213.1,0.0,11.0,0.0,0.0,0.0,56730.2,43830.7,33535.8,43745.0
9665,9973,8073,24,issuance after transaction,1993-09-03,1,3,24,Female,1945-10-03,51,,,5.0,-11650.279999999999,15673.6,5.0,5.0,0.0,0.0,0.0,33906.2,73100.1,,
9687,9995,8092,54,monthly issuance,1995-01-11,1,1,54,Male,1958-07-07,38,,,13.0,1108.246153846154,15407.2,9.0,8.0,0.0,0.0,0.0,14988.6,10747.3,19246.2,15424.0
9732,10040,8127,37,monthly issuance,1994-10-13,2,2,37,Female,1968-10-30,28,,,21.0,2074.504761904762,44564.6,16.0,16.0,0.0,0.0,0.0,86950.5,39011.0,49780.7,68746.7
9735,10043,8129,45,monthly issuance,1993-06-26,1,3,45,Male,1965-10-29,31,,,12.0,994.308333333333,33243.7,8.0,8.0,0.0,0.0,0.0,56071.9,47789.7,57386.6,21312.0
9768,10076,8159,26,monthly issuance,1995-02-08,2,1,26,Female,1969-12-25,27,,,3.0,8742.1,37920.3,0.0,0.0,0.0,0.0,0.0,39950.3,11694.0,,
9787,10095,8173,11,monthly issuance,1993-07-05,2,3,1,Female,1976-02-06,20,,,10.0,8824.26,89342.6,0.0,5.0,0.0,0.0,0.0,46734.8,23455.0,100051.1,
9890,10198,8260,31,monthly issuance,1993-03-24,2,3,31,Male,1976-05-24,20,,,16.0,165.7750000000001,40287.4,0.0,12.0,0.0,0.0,0.0,53009.1,82583.0,85393.1,87939.9
9892,10200,8261,13,monthly issuance,1993-05-12,2,3,13,Female,1980-02-16,16,,,3.0,7112.5,43847.8,0.0,0.0,0.0,0.0,0.0,64813.3,22510.3,,
9961,10269,8316,70,monthly issuance,1994-06-04,1,2,70,Female,1940-05-11,56,,,9.0,362.7444444444449,16218.7,0.0,6.0,0.0,0.0,0.0,21196.1,48914.2,51510.4,
9967,10275,8321,77,monthly issuance,1993-04-12,2,3,77,Female,1970-01-25,26,,,12.0,1490.9750000000001,29305.8,8.0,9.0,0.0,0.0,0.0,24788.8,23245.9,35537.0,11414.1
9974,10282,8327,1,weekly issuance,1995-08-08,1,1,1,Male,1979-06-19,17,,,7.0,7478.814285714286,52551.7,3.0,3.0,0.0,0.0,0.0,46371.1,38591.1,37366.7,
9979,10287,8330,48,monthly issuance,1993-03-28,2,3,48,Female,1962-09-03,34,,,11.0,1330.4636363636362,36353.1,8.0,7.0,0.0,0.0,0.0,50240.9,69161.1,58877.7,
10042,10350,8377,29,monthly issuance,1993-11-20,2,3,29,Female,1961-09-14,35,,,18.0,4467.833333333333,80621.0,4.0,4.0,0.0,0.0,0.0,78864.3,55640.8,29874.5,27300.0
10074,10382,8405,20,monthly issuance,1994-05-10,1,2,20,Female,1965-02-17,31,,,17.0,2191.741176470588,38159.6,13.0,12.0,13.0,0.0,0.0,45475.0,26593.2,24178.6,38695.4
10081,10389,8411,20,monthly issuance,1994-12-02,1,2,20,Female,1943-08-15,53,,,17.0,1484.270588235294,26332.6,12.0,13.0,0.0,0.0,0.0,29066.4,26640.9,26837.5,66960.9
10151,10459,8475,4,monthly issuance,1993-09-08,1,3,17,Female,1964-08-09,32,,,3.0,8625.0,33467.0,0.0,0.0,0.0,0.0,0.0,32481.3,7592.0,,
10167,10475,8489,19,monthly issuance,1993-09-18,2,3,51,Female,1948-08-28,48,,,20.0,849.1900000000002,35289.8,17.0,16.0,0.0,0.0,0.0,41711.9,33354.8,57358.3,50081.8
10171,10479,8492,2,monthly issuance,1994-06-29,1,2,2,Female,1955-10-20,41,,,14.0,2730.0142857142855,39220.2,9.0,10.0,0.0,0.0,0.0,36876.6,32023.7,27477.3,25896.5
10202,10510,8519,23,monthly issuance,1993-04-02,2,3,23,Female,1945-01-26,51,,,16.0,-594.5437500000003,28933.3,12.0,12.0,0.0,0.0,0.0,36569.8,15974.1,18808.7,104902.4
10220,10528,8533,47,monthly issuance,1995-10-10,1,1,47,Female,1952-02-16,44,,,11.0,4867.309090909091,54140.4,0.0,6.0,0.0,0.0,0.0,56724.3,51546.5,75709.6,
10235,10543,8547,14,weekly issuance,1995-07-17,1,1,14,Female,1945-02-23,51,,,10.0,11363.16,113931.6,0.0,8.0,0.0,0.0,0.0,69590.6,70489.2,37755.6,
10247,10555,8558,1,issuance after transaction,1994-02-27,1,2,1,Male,1935-12-15,61,,,3.0,14171.066666666666,43313.2,0.0,0.0,0.0,0.0,0.0,31366.7,800.0,,
10255,10563,8564,68,monthly issuance,1993-09-12,2,3,68,Male,1949-01-07,47,,,18.0,1455.0666666666666,27191.2,13.0,13.0,0.0,0.0,0.0,36940.5,47727.3,41063.4,94615.6
10258,10566,8566,74,monthly issuance,1993-10-08,1,3,74,Female,1942-11-09,54,,,11.0,493.22727272727275,6325.5,9.0,10.0,0.0,3.0,0.0,7633.1,11440.6,-2656.7,
10328,10636,8625,64,monthly issuance,1993-11-10,1,3,64,Male,1971-08-03,25,,,16.0,815.0250000000001,62458.3,14.0,15.0,0.0,0.0,0.0,87026.9,47089.0,91901.5,52827.7
10394,10702,8680,17,monthly issuance,1996-02-12,2,0,17,Male,1938-05-03,58,,,4.0,5357.475,36516.9,0.0,0.0,0.0,0.0,0.0,31352.7,36081.8,,
10510,10818,8776,64,monthly issuance,1994-08-24,1,2,64,Male,1972-08-04,24,,,11.0,2763.7636363636366,44465.4,0.0,7.0,0.0,0.0,0.0,50798.2,54277.5,43090.9,
10655,10963,8899,1,weekly issuance,1994-09-05,1,2,1,Male,1944-06-15,52,,,15.0,1233.8,19007.0,13.0,13.0,0.0,0.0,0.0,62078.7,53502.4,36485.5,47770.4
10742,11050,8972,70,monthly issuance,1996-05-21,1,0,70,Female,1957-05-04,39,,,6.0,991.3000000000005,38384.3,3.0,2.0,0.0,0.0,0.0,50549.6,60093.3,32436.5,
10755,11063,8982,64,monthly issuance,1993-09-25,2,3,64,Female,1955-11-04,41,,,12.0,1610.216666666666,53716.6,0.0,11.0,0.0,0.0,0.0,41837.4,19205.9,20542.7,1100.0
10785,11093,9006,40,weekly issuance,1994-09-02,1,2,40,Male,1959-01-29,37,,,21.0,-2139.82380952381,20960.7,19.0,20.0,0.0,0.0,0.0,27252.6,25839.6,38648.9,87526.1
10797,11105,9017,70,monthly issuance,1995-11-22,1,1,70,Female,1957-02-01,39,,,3.0,3965.033333333333,31387.1,0.0,0.0,0.0,0.0,0.0,40269.2,19492.0,,
10806,11114,9024,1,monthly issuance,1996-01-05,1,0,1,Male,1952-07-26,44,,,8.0,870.0874999999996,22476.1,4.0,5.0,0.0,0.0,0.0,28608.4,27926.9,48197.6,
10813,11121,9030,72,monthly issuance,1995-01-21,2,1,72,Female,1971-04-10,25,,,22.0,1950.0954545454545,60694.1,18.0,18.0,0.0,0.0,0.0,60244.2,52081.3,70674.2,61170.1
10818,11126,9034,1,monthly issuance,1993-06-28,1,3,1,Female,1965-01-22,31,,,5.0,6827.360000000001,56840.8,1.0,1.0,2.0,0.0,0.0,40520.6,55461.2,,
10887,11195,9093,47,monthly issuance,1993-06-16,1,3,58,Male,1953-12-05,43,,,13.0,1820.8769230769233,24471.4,9.0,9.0,0.0,0.0,0.0,12986.3,31918.8,19388.3,21742.0
10900,11208,9104,10,monthly issuance,1994-01-21,1,2,10,Female,1957-03-05,39,,,6.0,4907.783333333334,58224.0,0.0,4.0,0.0,0.0,0.0,66715.1,59179.7,28777.3,
11006,11314,9188,45,monthly issuance,1993-02-08,1,3,45,Male,1936-06-02,60,,,5.0,3894.56,20272.8,1.0,0.0,1.0,0.0,0.0,34790.4,27619.5,,
11019,11327,9199,72,monthly issuance,1996-05-15,1,0,72,Male,1947-10-21,49,,,3.0,6966.866666666666,43790.6,0.0,0.0,0.0,0.0,0.0,42775.3,22890.0,,
11064,11372,9236,11,monthly issuance,1993-08-18,1,3,11,Male,1961-09-28,35,,,3.0,8182.366666666666,37253.1,0.0,0.0,0.0,0.0,0.0,38317.7,12706.0,,
11101,11409,9265,1,monthly issuance,1993-02-04,1,3,32,Female,1980-05-02,16,,,17.0,1388.3,23901.1,12.0,12.0,0.0,0.0,0.0,51282.0,48600.6,9452.8,35721.1
11153,11461,9307,68,monthly issuance,1993-01-24,1,3,70,Male,1974-07-08,22,,,19.0,1737.9947368421049,39204.7,15.0,15.0,0.0,0.0,0.0,75488.7,14573.4,24366.2,14177.4
11189,11497,9337,30,monthly issuance,1993-09-13,1,3,11,Female,1959-07-17,37,,,8.0,2438.25,58659.8,0.0,5.0,0.0,6.0,0.0,18958.9,33010.4,57970.3,
11266,11574,9403,1,weekly issuance,1993-03-27,1,3,1,Female,1944-04-20,52,,,16.0,3213.4000000000005,52014.4,12.0,13.0,0.0,0.0,0.0,30863.4,26604.5,37626.7,55587.8
11288,11596,9422,70,monthly issuance,1996-03-06,1,0,70,Female,1940-12-04,56,,,7.0,-48.92857142857143,43157.5,3.0,3.0,0.0,0.0,0.0,60490.5,98394.5,75150.2,
11354,11662,9472,1,weekly issuance,1993-07-06,1,3,76,Male,1972-04-03,24,,,22.0,-1343.3818181818185,45480.6,19.0,19.0,0.0,0.0,0.0,34812.0,26081.3,46023.1,58112.9
11377,11685,9493,64,monthly issuance,1995-04-02,1,1,64,Female,1965-07-23,31,,,5.0,4635.9400000000005,23579.7,1.0,1.0,0.0,0.0,0.0,44631.5,35610.7,,
11401,11709,9510,1,monthly issuance,1996-06-09,2,0,1,Male,1961-08-03,35,,,5.0,6183.9800000000005,53707.9,0.0,1.0,0.0,0.0,0.0,60236.6,47513.9,,
11446,11754,9548,62,monthly issuance,1996-06-07,1,0,62,Male,1966-11-03,30,,,5.0,7545.0199999999995,38725.1,1.0,0.0,0.0,0.0,0.0,54705.1,29482.5,,
11486,11794,9583,31,weekly issuance,1994-05-22,2,2,31,Female,1970-10-07,26,,,18.0,1656.405555555556,30115.3,11.0,11.0,0.0,0.0,0.0,81840.7,52255.7,44577.8,49788.8
11496,11804,9591,74,monthly issuance,1993-05-20,1,3,74,Male,1944-12-12,52,,,22.0,-2319.6727272727276,21801.2,22.0,22.0,0.0,0.0,0.0,35261.5,71604.9,40269.8,86328.7
11543,11851,9627,65,issuance after transaction,1994-07-22,1,2,65,Male,1970-04-02,26,,,16.0,5374.63125,86194.1,0.0,15.0,0.0,0.0,0.0,62460.9,66781.9,49418.1,52473.1
11558,11866,9640,1,monthly issuance,1993-03-13,2,3,1,Male,1937-09-02,59,,,22.0,-361.0499999999996,12262.9,18.0,18.0,0.0,0.0,0.0,10398.7,9255.0,41374.3,22365.7
11565,11873,9645,38,monthly issuance,1996-01-23,1,0,38,Female,1963-11-20,33,,,4.0,13123.15,53592.6,0.0,0.0,0.0,0.0,0.0,48902.3,30415.9,,
